item_id,question_id,domain,subcategory,difficulty,empirical_hardness,empirical_hardness_obs,empirical_accuracy,answer_type,question_text,participant_answer,participant_confidence,notes
HB_EXP1_0364,social_v2_pragmatic_inference_0020,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to go to the park? B: It's raining. What should A do?,Suggest going to the park another day or do something else indoors.,0.71,
HB_EXP1_0365,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Emily thinks it's going to snow tomorrow because she saw dark clouds. What does Emily think the weather will be like tomorrow?,Snowy,0.71,
HB_EXP1_0366,social_v2_implicature_0004,social,implicature,,1.0,5,0.0,short_text,"When asked if they're attending a wedding, someone says 'I have a scheduling conflict.' What do they likely mean?",They do not want to attend the wedding.,0.71,
HB_EXP1_0367,social_v2_pragmatic_inference_0028,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to go to the park? B: I have to study. What should A do?,Ask B if they can study another time or find someone else to go with.,0.71,
HB_EXP1_0368,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a pencil. His teacher said it's in the school store. Where does Noah think he can buy the pencil?,In the school store,0.71,
HB_EXP1_0369,social_v2_implicature_0005,social,implicature,,1.0,5,0.0,short_text,A neighbor asks for your honest opinion on their new gardening idea and you say 'It's... enterprising.' What do you likely mean?,You think the idea is unlikely to succeed.,0.71,
HB_EXP1_0370,social_v2_pragmatic_inference_0022,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to meet at 3 pm? B: I have a class until 3 pm. What should A do?,Suggest a different time after 3 pm.,0.71,
HB_EXP1_0371,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,"Ethan wants to read a book, but it's under a pile of blankets. What does Ethan want to do with the book?",Read it,0.71,
HB_EXP1_0372,social_v2_implicature_0005,social,implicature,,1.0,5,0.0,short_text,A colleague asks for your honest opinion on their new project proposal and you say 'It's... innovative.' What do you likely mean?,You think the proposal is unlikely to succeed.,0.71,
HB_EXP1_0373,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me lift this piano? B: I'm studying for an exam. What should A do?,Wait for B to finish studying or find someone else,0.71,
HB_EXP1_0374,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a book. He remembers his mom saying the bookstore has it. Where does Noah think he can buy the book?,At the bookstore,0.71,
HB_EXP1_0375,social_v2_implicature_0001,social,implicature,,1.0,13,0.0,short_text,"When asked about a neighbor's new garden, someone says 'It's quite a transformation.' What do they likely mean?",They probably don't like the new garden.,0.71,
HB_EXP1_0376,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me on Saturday? B: I have a family event. What should A do?,Ask someone else to help,0.71,
HB_EXP1_0377,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Sophia placed her wallet on the nightstand before going to sleep. When she wakes up, where will she look for the wallet?",On the nightstand,0.71,
HB_EXP1_0378,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A manager is asked about the status of a new product launch and responds with 'We're getting there.' What do they likely mean?,The product launch is behind schedule.,0.71,
HB_EXP1_0379,social_v2_pragmatic_inference_0028,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you have a ruler? B: I only have a measuring tape. What should A do?,Use the measuring tape or ask someone else for a ruler,0.71,
HB_EXP1_0380,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Sophia's instructor told her that the art class will be held in the studio. Later, the class was moved to the library without Sophia's knowledge. Where does Sophia think the art class is?",In the studio,0.71,
HB_EXP1_0381,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A friend is asked about their wedding plans and responds with 'We're making progress.' What do they likely mean?,The wedding plans are behind schedule.,0.71,
HB_EXP1_0382,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to play basketball? B: I'm too tired. What should A do?,"Suggest a different activity that requires less energy, like reading a book.",0.71,
HB_EXP1_0383,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Michael thinks it's going to be sunny on Saturday because he saw clear skies. What does Michael think the weather will be like on Saturday?,Sunny,0.71,
HB_EXP1_0384,social_v2_implicature_0004,social,implicature,,1.0,5,0.0,short_text,"When asked if they're going to a wedding, someone says 'I have a family obligation.' What do they likely mean?",They do not want to attend the wedding.,0.71,
HB_EXP1_0385,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square picture frame has a perimeter of 36 cm. What is the length of one side?,9,0.71,
HB_EXP1_0386,spatial_v2_3d_visualization_0016,spatial,3d_visualization,,1.0,10,0.0,exact_numeric,A 2-block tower is built with 2 blocks stacked horizontally to the east. Each block is a 1x1 rectangle. How many visible sides does the tower have?,5,0.71,
HB_EXP1_0387,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Jack is east of Ryan. Who is furthest west?,Jack,0.71,
HB_EXP1_0388,spatial_v2_relative_positioning_0010,spatial,relative_positioning,,1.0,4,0.0,short_text,The book is left of the pencil. What is between the book and the pencil?,"Nothing, the pencil is right of the book",0.71,
HB_EXP1_0389,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to a sign pointing towards the southwest. Which direction does the sign now point?,southeast,0.71,
HB_EXP1_0390,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square picture frame has a perimeter of 24 inches. What is the length of one side?,6,0.71,
HB_EXP1_0391,spatial_v2_3d_visualization_0017,spatial,3d_visualization,,0.9,10,0.1,exact_numeric,"A rectangle has dimensions 2x1. If it is composed of unit squares, how many squares are visible when viewed from the outside?",4,0.71,
HB_EXP1_0392,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Ava is east of Noah. Noah is east of Julian. Who is furthest west?,Ava,0.71,
HB_EXP1_0393,spatial_v2_relative_positioning_0008,spatial,relative_positioning,,0.6363636363636364,11,0.36363636363636365,short_text,The book is above the lamp. What is below the lamp?,the vase,0.71,
HB_EXP1_0394,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A westward-facing compass needle is rotated 90 degrees clockwise. Which direction does it now face?,north,0.71,
HB_EXP1_0395,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square has a side length of 3 units. What is the area of the square?,9,0.71,
HB_EXP1_0396,spatial_v2_3d_visualization_0018,spatial,3d_visualization,,0.6666666666666667,9,0.3333333333333333,exact_numeric,A 2x2 rectangle is divided into 4 unit squares. How many of these unit squares are visible when the rectangle is viewed from the outside?,4,0.71,
HB_EXP1_0397,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A stove is placed south of a refrigerator. The refrigerator is south of a sink. Which piece of furniture is furthest north?,Sink,0.71,
HB_EXP1_0398,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The ball is left of the box. What is between the ball and the box if the box is on the right?,nothing,0.71,
HB_EXP1_0399,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to an arrow pointing down. Which direction does the arrow now point?,right,0.71,
HB_EXP1_0400,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square tile has a perimeter of 16 cm. What is the length of one side?,4,0.71,
HB_EXP1_0401,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A rectangle with a length of 2 units and a width of 1 unit has how many unit squares on its surface?,6,0.71,
HB_EXP1_0402,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Jack is west of Ryan. Who is furthest west?,Jack,0.71,
HB_EXP1_0403,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The book is below the shelf. The vase is above the shelf. What is between the book and the vase?,the shelf,0.71,
HB_EXP1_0404,spatial_v2_spatial_transformation_0015,spatial,spatial_transformation,,0.8,5,0.2,short_text,An L-shape pointing downwards and to the right is turned around to face the opposite direction. Which direction does the top of the L-shape now point?,left,0.71,
HB_EXP1_0405,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A rectangle has a perimeter of 80 cm. What is the length of one side if all sides are equal?,20,0.71,
HB_EXP1_0406,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×3×1 arrangement of unit cubes has how many unit cubes?,3,0.71,
HB_EXP1_0407,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A sofa is placed west of an armchair. The armchair is west of a coffee table. Which piece of furniture is furthest east?,Coffee table,0.71,
HB_EXP1_0408,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The toy is left of the block. The block is not between the toy and what?,nothing,0.71,
HB_EXP1_0409,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to a compass needle initially pointing towards the east. Which direction does the compass needle now point?,south,0.71,
HB_EXP1_0410,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square garden has a perimeter of 60 meters. What is the length of one side?,15,0.71,
HB_EXP1_0411,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A triangle with a base of 2 units and a height of 1 unit has how many unit triangles on its surface?,2,0.71,
HB_EXP1_0412,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A bed is placed north of a nightstand. The nightstand is north of a wardrobe. Which piece of furniture is furthest south?,Bed,0.71,
HB_EXP1_0413,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The toy car is below the block. The toy truck is above the block. What is between the toy car and the toy truck?,the block,0.71,
HB_EXP1_0414,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to an arrow pointing left. Which direction does the arrow now point?,up,0.71,
HB_EXP1_0415,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A rectangle has a length of 2 units and a width of 2 units. What is the area of the rectangle?,4,0.71,
HB_EXP1_0416,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×1×2 arrangement of unit cubes has how many unit cubes?,2,0.71,
HB_EXP1_0417,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Emily is west of Ryan. Ryan is west of Olivia. Who is furthest east?,Olivia,0.71,
HB_EXP1_0418,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The book is right of the chair. What is between the book and the chair?,the chair,0.71,
HB_EXP1_0419,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A northward-pointing ski slope sign is rotated 90 degrees clockwise. Which direction does it now point?,east,0.71,
HB_EXP1_0420,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square has a perimeter of 40 cm. What is the length of one side?,10,0.71,
HB_EXP1_0421,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 2x1 rectangle has how many unit squares on its surface?,6,0.71,
HB_EXP1_0422,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Lily is north of Ben. Ben is north of Alex. Who is furthest south?,Lily,0.71,
HB_EXP1_0423,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The bicycle is below the bridge. The airplane is above the bridge. What is between the bicycle and the airplane?,the bridge,0.71,
HB_EXP1_0424,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree counterclockwise rotation is applied to an arrow pointing right. Which direction does the arrow now point?,up,0.71,
HB_EXP1_0425,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square plot of land has a perimeter of 80 yards. What is the length of one side?,20,0.71,
HB_EXP1_0426,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×2×1 arrangement of unit cubes has how many unit cubes?,2,0.71,
HB_EXP1_0427,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A shelf is placed north of a file cabinet. The file cabinet is north of a printer. Which piece of furniture is furthest south?,Shelf,0.71,
HB_EXP1_0428,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The submarine is below the buoy. The ship is above the buoy. What is between the submarine and the ship?,the buoy,0.71,
HB_EXP1_0429,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to a pointer initially facing northwest. Which direction does the pointer now face?,northeast,0.71,
HB_EXP1_0430,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A triangle has a base of 3 units and a height of 2 units. What is the area of the triangle?,3,0.71,
HB_EXP1_0431,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 2×1×1 arrangement of unit cubes has how many unit cubes?,2,0.71,
HB_EXP1_0432,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A bookshelf is placed east of a cabinet. The cabinet is east of a wardrobe. Which piece of furniture is furthest west?,Bookshelf,0.71,
HB_EXP1_0433,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The basketball is below the hoop. The volleyball is above the hoop. What is between the basketball and the volleyball?,the hoop,0.71,
HB_EXP1_0434,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A left-pointing finger is rotated 90 degrees clockwise. Which direction does it now point?,down,0.71,
HB_EXP1_0435,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A rectangle has a perimeter of 64 cm. What is the length of one side if all sides are equal?,16,0.71,
HB_EXP1_0436,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×2×2 arrangement of unit cubes has how many unit cubes?,4,0.71,
HB_EXP1_0437,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Jack is east of Ryan. Who is west of Ryan?,Jack,0.71,
HB_EXP1_0438,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The pencil is right of the paper. What is between the pencil and the paper if the paper is on the left?,nothing,0.71,
HB_EXP1_0439,spatial_v2_spatial_transformation_0012,spatial,spatial_transformation,,0.6666666666666667,12,0.3333333333333333,short_text,An L-shape pointing upwards is mirrored horizontally. Which direction does the bottom of the L-shape now point?,down,0.71,
HB_EXP1_0440,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square has a perimeter of 24 inches. What is the length of one side?,6,0.71,
HB_EXP1_0441,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1x2 rectangle has how many unit squares on its surface?,4,0.71,
HB_EXP1_0442,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Ava is standing behind Olivia. Olivia is standing behind Ethan. Who is standing in the front?,Ava,0.71,
HB_EXP1_0443,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The piano is below the stage. The spotlight is above the stage. What is between the piano and the spotlight?,the stage,0.71,
HB_EXP1_0444,spatial_v2_spatial_transformation_0031,spatial,spatial_transformation,,0.6,10,0.4,short_text,A line on a graph pointing down is rotated 90 degrees counterclockwise. Which direction does it now point?,right,0.71,
HB_EXP1_0445,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square room has a perimeter of 48 feet. What is the length of one side?,12,0.71,
HB_EXP1_0446,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×4×1 arrangement of unit cubes has how many unit cubes?,4,0.71,
HB_EXP1_0447,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,The red car is parked to the left of the blue car. The blue car is parked to the left of the green car. Which car is furthest to the right?,The red car,0.71,
HB_EXP1_0448,spatial_v2_spatial_transformation_0031,spatial,spatial_transformation,,0.6,10,0.4,short_text,A laser beam pointing south is rotated 90 degrees counterclockwise. Which direction does it now point?,east,0.71,
HB_EXP1_0449,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: dissolution of Yugoslavia (1991), fall of the Soviet Union (1991), and the end of the Gulf War (1991)?",The dissolution of Yugoslavia and fall of the Soviet Union both occurred after the end of the Gulf War.,0.71,
HB_EXP1_0450,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A sculpture was installed in 2002 and a photo of it was taken in 1995. Is this possible?,"No, the sculpture would not have existed yet in 1995.",0.71,
HB_EXP1_0451,temporal_v2_timezone_arithmetic_0010,temporal,timezone_arithmetic,,1.0,12,0.0,short_text,"Tokyo is UTC+9. If a flight from Tokyo to Seoul departs at 3 PM and the flight duration is 1 hour, what time will it arrive in Seoul if Seoul is UTC+9?",4 PM,0.71,
HB_EXP1_0452,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the construction of the Great Pyramid of Giza (2580 BC), the fall of the Roman Empire (476 AD), and the discovery of America (1492 AD)?",The construction of the Great Pyramid of Giza occurred before the fall of the Roman Empire and the discovery of America.,0.71,
HB_EXP1_0453,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,A man claims he is 25 years old and has been married for 10 years. Is this possible?,"No, he would have been 15 years old when he got married.",0.71,
HB_EXP1_0454,temporal_v2_timezone_arithmetic_0008,temporal,timezone_arithmetic,,0.9166666666666666,12,0.08333333333333333,short_text,"New York is UTC-2. If it is 8 AM in New York, what time is it in UTC?",10 AM,0.71,
HB_EXP1_0455,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first Olympics in ancient Greece (776 BC), the construction of the Great Pyramid of Giza (2580 BC), and the founding of Rome (753 BC)?",The construction of the Great Pyramid of Giza occurred before the founding of Rome and the first Olympics in ancient Greece.,0.71,
HB_EXP1_0456,temporal_v2_temporal_paradoxes_0047,temporal,temporal_paradoxes,,1.0,12,0.0,short_text,A person has a 1-gallon bucket and a 3-gallon bucket. How can he measure exactly 2 gallons of water using only these two buckets?,"Fill the 3-gallon bucket and pour it into the 1-gallon bucket until the 1-gallon bucket is full, leaving 2 gallons in the 3-gallon bucket.",0.71,
HB_EXP1_0457,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first moon landing (1969), first Mars rover launch (1996), and first International Space Station module launch (1998)?",first moon landing,0.71,
HB_EXP1_0458,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A person claims they are 40 years old and have been driving for 25 years. However, they got their driver's license 10 years ago. Is this possible?","No, they would have been driving for 15 years before they got their license.",0.71,
HB_EXP1_0459,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first landing on the moon (1969), first Intel microprocessor release (1971), and first pocket calculator release (1970)?",first landing on the moon,0.71,
HB_EXP1_0460,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A company says they launched their product in 2008 and started developing it in 2018. Is this possible?,No,0.71,
HB_EXP1_0461,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first test of the hydrogen bomb (1952), first ascent of Mount Everest (1953), and first commercial jet airliner flight (1952)?",first test of the hydrogen bomb and first commercial jet airliner flight,0.71,
HB_EXP1_0462,temporal_v2_temporal_paradoxes_0049,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A chef has eight identical-looking pastries, and one will be slightly more or less dense than the rest due to a mistake in the recipe. How can the chef identify the denser or less dense pastry in only two uses of a kitchen scale?","Divide the pastries into three groups of three, three, and two. Weigh the two groups of three pastries against each other. If one side is heavier, then the denser or less dense pastry is in that group. If the two sides are equal, then the denser or less dense pastry is in the group of two. Take the group that contains the denser or less dense pastry and weigh two of the pastries against each other. If one is heavier, then that is the denser pastry. If they are equal, then the remaining pastry is the denser or less dense pastry.",0.71,
HB_EXP1_0463,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first moon landing (1969), the first commercial Concorde flight (1976), and the first Apple computer release (1976)?",The first moon landing occurred before the first commercial Concorde flight and the first Apple computer release.,0.71,
HB_EXP1_0464,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A boy is 5 years older than his sister. Last year, he was 4 years older than his sister. How is this possible?","His sister is currently 4 years old, and he is 9 years old. Last year, he was 8 years old, and his sister was 4 years old, so he was 4 years older than his sister.",0.71,
HB_EXP1_0465,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Nintendo console release (1985), first IBM PC release (1981), and first CD player release (1982)?",first IBM PC release,0.71,
HB_EXP1_0466,temporal_v2_temporal_paradoxes_0045,temporal,temporal_paradoxes,,1.0,10,0.0,short_text,"A woman is looking at a photograph of someone. Her friend asks her, 'Who is in the picture?' She replies, 'That man's son is my son.' Who is in the picture?",Her son,0.71,
HB_EXP1_0467,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first radio broadcast (1906), first electric toaster release (1909), and first Model T Ford release (1908)?",first radio broadcast,0.71,
HB_EXP1_0468,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A woman has a child. What are the odds that her next child is a boy?,50% or 1 in 2,0.71,
HB_EXP1_0469,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the death of Albert Einstein (1955), the first American in space (1961), and the first Beatles album release (1963)?",The death of Albert Einstein occurred before the first American in space and the first Beatles album release.,0.71,
HB_EXP1_0470,temporal_v2_temporal_paradoxes_0047,temporal,temporal_paradoxes,,1.0,12,0.0,short_text,A person has a 2-gallon bucket and a 4-gallon bucket. How can he measure exactly 2 gallons of water using only these two buckets?,"Fill the 4-gallon bucket and pour it into the 2-gallon bucket until the 2-gallon bucket is full, leaving 2 gallons in the 4-gallon bucket. The 2-gallon bucket already has the target measurement.",0.71,
HB_EXP1_0471,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Winter Olympics (1924), first Summer Olympics (1896), and first Paralympic Games (1960)?",first Summer Olympics,0.71,
HB_EXP1_0472,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A boy is 2 years older than his sister. One year ago, he was 3 years older than his sister. How is this possible?","Let's say the sister's age one year ago was x. Then the boy's age one year ago was x + 3. Now the boy's age is x + 3 + 1, and the sister's age is x + 1. So now the boy is x + 3 + 1, and the sister is x + 1, which means the boy is 2 years older than his sister (x + 3 + 1 = x + 4, x + 4 - x - 1 = 3, but since the sister is 1 year older now, and the boy is 3 years older now, then 3 - 1 = 2).",0.71,
HB_EXP1_0473,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first landing on the moon (1969), the first test of the hydrogen bomb (1952), and the end of World War II (1945)?",The first test of the hydrogen bomb and the first landing on the moon both occurred after the end of World War II.,0.71,
HB_EXP1_0474,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A girl is 3 years older than her brother. One year ago, she was 2 years older than her brother. How is this possible?","Her brother is currently 2 years old, and she is 5 years old. One year ago, she was 4 years old, and her brother was 2 years old, so she was 2 years older than her brother.",0.71,
HB_EXP1_0475,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Apple computer release (1976), first Sony Walkman release (1979), and first IBM PC release (1981)?",first Apple computer release,0.71,
HB_EXP1_0476,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A girl is 1 year older than her brother. Two years ago, she was 3 years older than her brother. How is this possible?","Let's say the brother's age two years ago was x. Then the girl's age two years ago was x + 3. Now the girl's age is x + 3 + 2, and the brother's age is x + 2. So now the girl is x + 3 + 2, and the brother is x + 2, which means the girl is 1 year older than her brother (x + 3 + 2 = x + 5, x + 5 - x - 2 = 3, but since the brother is 2 years older now, and the girl is 3 years older now, then 3 - 2 = 1).",0.71,
HB_EXP1_0477,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the release of the first iPhone (2007), the end of the Cold War (1991), and the discovery of DNA structure (1953)?",The end of the Cold War and the release of the first iPhone both occurred after the discovery of DNA structure.,0.71,
HB_EXP1_0478,temporal_v2_temporal_paradoxes_0049,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A quality control specialist has nine widgets, and one will be slightly more or less massive than the rest due to a manufacturing defect. However, one of the widgets is already known to be defective and set aside. How can the specialist identify the more or less massive widget in only two uses of a precision scale?","Divide the eight remaining widgets into three groups of three, three, and two. Weigh the two groups of three widgets against each other. If one side is heavier, then the more or less massive widget is in that group. If the two sides are equal, then the more or less massive widget is in the group of two. Take the group that contains the more or less massive widget and weigh two of the widgets against each other. If one is heavier, then that is the more massive widget. If they are equal, then the remaining widget is the more or less massive widget.",0.71,
HB_EXP1_0479,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first email sent (1971), first cell phone call (1973), and first barcode scan (1974)?",first email sent,0.71,
HB_EXP1_0480,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A painting was created in 2012 and a photo of it was taken in 2008. Is this possible?,"No, the painting would not have existed yet in 2008.",0.71,
HB_EXP1_0481,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the sinking of the Titanic (1912), the start of World War I (1914), and the discovery of King Tut's tomb (1922)?",The sinking of the Titanic occurred before the start of World War I and the discovery of King Tut's tomb.,0.71,
