item_id,question_id,domain,subcategory,difficulty,empirical_hardness,empirical_hardness_obs,empirical_accuracy,answer_type,question_text
HB_EXP1_0455,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first Olympics in ancient Greece (776 BC), the construction of the Great Pyramid of Giza (2580 BC), and the founding of Rome (753 BC)?"
HB_EXP1_0456,temporal_v2_temporal_paradoxes_0047,temporal,temporal_paradoxes,,1.0,12,0.0,short_text,A person has a 1-gallon bucket and a 3-gallon bucket. How can he measure exactly 2 gallons of water using only these two buckets?
HB_EXP1_0457,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first moon landing (1969), first Mars rover launch (1996), and first International Space Station module launch (1998)?"
HB_EXP1_0458,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A person claims they are 40 years old and have been driving for 25 years. However, they got their driver's license 10 years ago. Is this possible?"
HB_EXP1_0459,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first landing on the moon (1969), first Intel microprocessor release (1971), and first pocket calculator release (1970)?"
HB_EXP1_0460,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A company says they launched their product in 2008 and started developing it in 2018. Is this possible?
HB_EXP1_0461,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first test of the hydrogen bomb (1952), first ascent of Mount Everest (1953), and first commercial jet airliner flight (1952)?"
HB_EXP1_0462,temporal_v2_temporal_paradoxes_0049,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A chef has eight identical-looking pastries, and one will be slightly more or less dense than the rest due to a mistake in the recipe. How can the chef identify the denser or less dense pastry in only two uses of a kitchen scale?"
HB_EXP1_0463,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first moon landing (1969), the first commercial Concorde flight (1976), and the first Apple computer release (1976)?"
HB_EXP1_0464,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A boy is 5 years older than his sister. Last year, he was 4 years older than his sister. How is this possible?"
HB_EXP1_0465,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Nintendo console release (1985), first IBM PC release (1981), and first CD player release (1982)?"
HB_EXP1_0466,temporal_v2_temporal_paradoxes_0045,temporal,temporal_paradoxes,,1.0,10,0.0,short_text,"A woman is looking at a photograph of someone. Her friend asks her, 'Who is in the picture?' She replies, 'That man's son is my son.' Who is in the picture?"
HB_EXP1_0467,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first radio broadcast (1906), first electric toaster release (1909), and first Model T Ford release (1908)?"
HB_EXP1_0468,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A woman has a child. What are the odds that her next child is a boy?
HB_EXP1_0469,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the death of Albert Einstein (1955), the first American in space (1961), and the first Beatles album release (1963)?"
HB_EXP1_0470,temporal_v2_temporal_paradoxes_0047,temporal,temporal_paradoxes,,1.0,12,0.0,short_text,A person has a 2-gallon bucket and a 4-gallon bucket. How can he measure exactly 2 gallons of water using only these two buckets?
HB_EXP1_0471,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Winter Olympics (1924), first Summer Olympics (1896), and first Paralympic Games (1960)?"
HB_EXP1_0472,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A boy is 2 years older than his sister. One year ago, he was 3 years older than his sister. How is this possible?"
HB_EXP1_0473,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first landing on the moon (1969), the first test of the hydrogen bomb (1952), and the end of World War II (1945)?"
HB_EXP1_0474,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A girl is 3 years older than her brother. One year ago, she was 2 years older than her brother. How is this possible?"
HB_EXP1_0475,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Apple computer release (1976), first Sony Walkman release (1979), and first IBM PC release (1981)?"
HB_EXP1_0476,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A girl is 1 year older than her brother. Two years ago, she was 3 years older than her brother. How is this possible?"
HB_EXP1_0477,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the release of the first iPhone (2007), the end of the Cold War (1991), and the discovery of DNA structure (1953)?"
HB_EXP1_0478,temporal_v2_temporal_paradoxes_0049,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A quality control specialist has nine widgets, and one will be slightly more or less massive than the rest due to a manufacturing defect. However, one of the widgets is already known to be defective and set aside. How can the specialist identify the more or less massive widget in only two uses of a precision scale?"
HB_EXP1_0479,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first email sent (1971), first cell phone call (1973), and first barcode scan (1974)?"
HB_EXP1_0480,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A painting was created in 2012 and a photo of it was taken in 2008. Is this possible?
HB_EXP1_0481,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the sinking of the Titanic (1912), the start of World War I (1914), and the discovery of King Tut's tomb (1922)?"
HB_EXP1_0482,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,A woman claims she is 28 years old and has been a professional athlete for 10 years. Is this possible?
HB_EXP1_0483,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"In what order did the following events occur: the launch of the first iPhone (2007), the release of the first iPad (2010), and the introduction of Apple Pay (2014)?"
HB_EXP1_0484,temporal_v2_temporal_paradoxes_0047,temporal,temporal_paradoxes,,1.0,12,0.0,short_text,A person has a 2-gallon bucket and a 3-gallon bucket. How can he measure exactly 2 gallons of water using only these two buckets?
HB_EXP1_0485,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first launch of the space shuttle (1981), first Apple computer release (1976), and first Sony Walkman release (1979)?"
HB_EXP1_0486,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A boy is 4 years older than his sister. Three years ago, he was 3 years older than his sister. How is this possible?"
HB_EXP1_0487,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first flight of the Wright brothers (1903), the end of World War I (1918), and the first human spaceflight (1961)?"
HB_EXP1_0488,temporal_v2_temporal_paradoxes_0044,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,"A snail is at the bottom of a 8-foot well. Each day, it climbs up 2 feet. How many days will it take for the snail to reach the top of the well?"
HB_EXP1_0489,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first human spaceflight (1961), first American in space (1961), and first woman in space (1963)?"
HB_EXP1_0490,temporal_v2_temporal_paradoxes_0044,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,"A snail is at the bottom of a 12-foot well. Each day, it climbs up 4 feet. How many days will it take for the snail to reach the top of the well?"
HB_EXP1_0491,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the release of the first iPhone (2007), the first Mars rover landing (2004), and the first SpaceX launch (2006)?"
HB_EXP1_0492,temporal_v2_temporal_paradoxes_0046,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A person is 1 year older than his sister. In 2 years, he will be twice as old as his sister. How is this possible?"
HB_EXP1_0493,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Nobel Prize ceremony (1901), first Pulitzer Prize ceremony (1917), and first Grammy Awards ceremony (1959)?"
HB_EXP1_0494,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A small book and a pencil together cost $0.80. The book costs $0.60 more than the pencil. How is this possible?
HB_EXP1_0495,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the publication of the first Harry Potter book (1997), the end of the Yugoslav Wars (2001), and the release of the first Star Wars film (1977)?"
HB_EXP1_0496,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A man has two coins that add up to 5 cents. One coin is not a nickel. What are the two coins?
HB_EXP1_0497,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"In what order did the following events occur: the first American in space (1961), the first test-tube baby birth (1978), and the first Apple computer launch (1977)?"
HB_EXP1_0498,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A woman is 2 years older than her niece. Three years ago, she was 5 years older than her niece. How is this possible?"
HB_EXP1_0499,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first email sent (1971), first cell phone call made (1973), or first IBM PC released (1981)?"
HB_EXP1_0500,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A woman has two children. One is a boy. What are the odds that the other child is a boy?
HB_EXP1_0501,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first manned Moon landing (1969), first heart transplant (1967), or first Apple computer released (1976)?"
HB_EXP1_0502,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A woman is 3 years older than her daughter. Two years ago, she was 5 years older than her daughter. How is this possible?"
HB_EXP1_0503,temporal_v2_ordering_events_0006,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"What was the order of these events: first episode of 'The Simpsons' aired (1989), Tim Berners-Lee invented the World Wide Web (1990), and first text message sent (1992)?"
HB_EXP1_0504,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A woman has two coins that add up to 10 cents. One coin is not a penny. What are the two coins?
HB_EXP1_0505,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first Broadway musical (1866), first jazz recording (1917), or first rock and roll song (1955)?"
HB_EXP1_0506,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A person says they got married in 1995 and started dating in 2005. Is this possible?
HB_EXP1_0507,temporal_v2_ordering_events_0006,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"What was the order of these events: IBM introduces the first PC (1981), first Apple iPod released (2001), and Human Genome Project completed (2003)?"
HB_EXP1_0508,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A tree was planted in 2010 and a picture of it was taken in 2005. Is this possible?
HB_EXP1_0509,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first commercial jet airliner flight (1952), first successful polio vaccine (1952), or first American in space (1961)?"
HB_EXP1_0510,temporal_v2_temporal_paradoxes_0017,temporal,temporal_paradoxes,,1.0,10,0.0,short_text,"A teacher states that a school play occurred 3 days ago, and it was exactly 1 day after another play. Is it possible that the second play occurred 4 days ago?"
HB_EXP1_0511,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first robotic spacecraft to land on Mars (1971), first robotic spacecraft to land on Venus (1966), or first human to walk on the Moon (1969)?"
HB_EXP1_0512,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A musician says they released their debut album in 1980 and started recording in 1990. Is this possible?
